participant_id,variant,image_id,ground_truth,initial_response,had_doubt,ai_confidence_score,post_suggestion_action,effective_final_response
P0459,gamma,gamma_07,AI_magnific,AI,no,60,confirm,AI
P0459,gamma,gamma_08,real,real,no,97,confirm,real
P0459,gamma,gamma_09,real,real,no,23,confirm,real
P0459,gamma,gamma_10,real,real,no,99,change,AI
P0459,gamma,gamma_11,AI_magnific,AI,yes,62,confirm,AI
P0459,gamma,gamma_12,AI_magnific,real,yes,64,confirm,real
P0459,gamma,gamma_13,AI_midjourney,real,yes,88,confirm,real
P0459,gamma,gamma_14,AI_midjourney,AI,yes,81,confirm,AI
P0459,gamma,gamma_15,AI_midjourney,real,yes,22,confirm,real
P0460,gamma,gamma_01,real,real,yes,37,confirm,real
P0460,gamma,gamma_02,AI_midjourney,AI,yes,29,confirm,AI
P0460,gamma,gamma_03,AI_magnific,real,yes,60,confirm,real
P0460,gamma,gamma_04,real,real,yes,96,confirm,real
P0460,gamma,gamma_05,AI_magnific,AI,yes,88,confirm,AI
P0460,gamma,gamma_06,AI_midjourney,AI,yes,78,confirm,AI
P0460,gamma,gamma_07,AI_magnific,real,yes,60,confirm,real
P0460,gamma,gamma_08,real,real,yes,97,confirm,real
P0460,gamma,gamma_09,real,real,yes,23,confirm,real
P0460,gamma,gamma_10,real,real,yes,99,confirm,real
P0460,gamma,gamma_11,AI_magnific,AI,yes,62,confirm,AI
P0460,gamma,gamma_12,AI_magnific,real,yes,64,confirm,real
P0460,gamma,gamma_13,AI_midjourney,real,yes,88,confirm,real
P0460,gamma,gamma_14,AI_midjourney,AI,yes,81,confirm,AI
P0460,gamma,gamma_15,AI_midjourney,real,yes,22,confirm,real
P0461,gamma,gamma_01,real,AI,yes,37,confirm,AI
P0461,gamma,gamma_02,AI_midjourney,AI,yes,29,confirm,AI
P0461,gamma,gamma_03,AI_magnific,AI,yes,60,confirm,AI
P0461,gamma,gamma_04,real,real,yes,96,confirm,real
P0461,gamma,gamma_05,AI_magnific,real,yes,88,confirm,real
P0461,gamma,gamma_06,AI_midjourney,AI,yes,78,confirm,AI
P0461,gamma,gamma_07,AI_magnific,real,yes,60,confirm,real
P0461,gamma,gamma_08,real,real,yes,97,confirm,real
P0461,gamma,gamma_09,real,real,yes,23,confirm,real
P0461,gamma,gamma_10,real,real,yes,99,confirm,real
P0461,gamma,gamma_11,AI_magnific,real,yes,62,confirm,real
P0461,gamma,gamma_12,AI_magnific,AI,yes,64,confirm,AI
P0461,gamma,gamma_13,AI_midjourney,real,yes,88,confirm,real
P0461,gamma,gamma_14,AI_midjourney,AI,yes,81,confirm,AI
P0461,gamma,gamma_15,AI_midjourney,real,yes,22,confirm,real
P0462,gamma,gamma_01,real,real,no,37,confirm,real
P0462,gamma,gamma_02,AI_midjourney,AI,yes,29,confirm,AI
P0462,gamma,gamma_03,AI_magnific,real,yes,60,confirm,real
P0462,gamma,gamma_04,real,real,no,96,confirm,real
P0462,gamma,gamma_05,AI_magnific,AI,no,88,confirm,AI
P0462,gamma,gamma_06,AI_midjourney,AI,yes,78,confirm,AI
P0462,gamma,gamma_07,AI_magnific,real,no,60,confirm,real
P0462,gamma,gamma_08,real,real,no,97,confirm,real
P0462,gamma,gamma_09,real,real,no,23,confirm,real
P0462,gamma,gamma_10,real,real,no,99,change,AI
P0462,gamma,gamma_11,AI_magnific,AI,yes,62,confirm,AI
P0462,gamma,gamma_12,AI_magnific,AI,yes,64,confirm,AI
P0462,gamma,gamma_13,AI_midjourney,real,no,88,confirm,real
P0462,gamma,gamma_14,AI_midjourney,AI,no,81,confirm,AI
P0462,gamma,gamma_15,AI_midjourney,AI,yes,22,confirm,AI
P0463,gamma,gamma_01,real,real,no,37,confirm,real
P0463,gamma,gamma_02,AI_midjourney,AI,yes,29,confirm,AI
P0463,gamma,gamma_03,AI_magnific,AI,yes,60,confirm,AI
P0463,gamma,gamma_04,real,real,no,96,confirm,real
P0463,gamma,gamma_05,AI_magnific,AI,yes,88,confirm,AI
P0463,gamma,gamma_06,AI_midjourney,real,no,78,confirm,real
P0463,gamma,gamma_07,AI_magnific,real,yes,60,confirm,real
P0463,gamma,gamma_08,real,real,no,97,confirm,real
P0463,gamma,gamma_09,real,real,no,23,confirm,real
P0463,gamma,gamma_10,real,real,no,99,change,AI
P0463,gamma,gamma_11,AI_magnific,AI,no,62,confirm,AI
P0463,gamma,gamma_12,AI_magnific,AI,yes,64,confirm,AI
P0463,gamma,gamma_13,AI_midjourney,AI,yes,88,confirm,AI
P0463,gamma,gamma_14,AI_midjourney,real,no,81,confirm,real
P0463,gamma,gamma_15,AI_midjourney,AI,yes,22,change,real
P0464,gamma,gamma_01,real,real,no,37,confirm,real
P0464,gamma,gamma_02,AI_midjourney,AI,no,29,confirm,AI
P0464,gamma,gamma_03,AI_magnific,AI,yes,60,confirm,AI
P0464,gamma,gamma_04,real,real,yes,96,change,AI
P0464,gamma,gamma_05,AI_magnific,real,yes,88,confirm,real
P0464,gamma,gamma_06,AI_midjourney,real,yes,78,confirm,real
P0464,gamma,gamma_07,AI_magnific,AI,no,60,confirm,AI
P0464,gamma,gamma_08,real,real,no,97,change,AI
P0464,gamma,gamma_09,real,real,yes,23,confirm,real
P0464,gamma,gamma_10,real,AI,yes,99,confirm,AI
P0464,gamma,gamma_11,AI_magnific,real,no,62,confirm,real
P0464,gamma,gamma_12,AI_magnific,AI,yes,64,confirm,AI
P0464,gamma,gamma_13,AI_midjourney,AI,yes,88,confirm,AI
P0464,gamma,gamma_14,AI_midjourney,AI,yes,81,confirm,AI
P0464,gamma,gamma_15,AI_midjourney,real,no,22,confirm,real
P0465,gamma,gamma_01,real,real,no,37,confirm,real
P0465,gamma,gamma_02,AI_midjourney,real,yes,29,confirm,real
P0465,gamma,gamma_03,AI_magnific,AI,yes,60,confirm,AI
P0465,gamma,gamma_04,real,real,yes,96,confirm,real
P0465,gamma,gamma_05,AI_magnific,AI,yes,88,confirm,AI
P0465,gamma,gamma_06,AI_midjourney,AI,yes,78,confirm,AI
P0465,gamma,gamma_07,AI_magnific,real,yes,60,confirm,real
P0465,gamma,gamma_08,real,real,no,97,confirm,real
P0465,gamma,gamma_09,real,real,no,23,confirm,real
P0465,gamma,gamma_10,real,AI,yes,99,confirm,AI
P0465,gamma,gamma_11,AI_magnific,AI,yes,62,confirm,AI
P0465,gamma,gamma_12,AI_magnific,AI,yes,64,confirm,AI
P0465,gamma,gamma_13,AI_midjourney,AI,yes,88,confirm,AI
P0465,gamma,gamma_14,AI_midjourney,real,no,81,confirm,real
P0465,gamma,gamma_15,AI_midjourney,real,yes,22,confirm,real
P0466,gamma,gamma_01,real,real,no,37,confirm,real
P0466,gamma,gamma_02,AI_midjourney,AI,yes,29,confirm,AI
P0466,gamma,gamma_03,AI_magnific,AI,no,60,confirm,AI
P0466,gamma,gamma_04,real,real,yes,96,confirm,real
P0466,gamma,gamma_05,AI_magnific,real,no,88,confirm,real
P0466,gamma,gamma_06,AI_midjourney,AI,no,78,confirm,AI
P0466,gamma,gamma_07,AI_magnific,real,no,60,confirm,real
P0466,gamma,gamma_08,real,AI,yes,97,confirm,AI
P0466,gamma,gamma_09,real,real,no,23,confirm,real
P0466,gamma,gamma_10,real,AI,yes,99,confirm,AI
P0466,gamma,gamma_11,AI_magnific,AI,yes,62,change,real
P0466,gamma,gamma_12,AI_magnific,AI,no,64,confirm,AI
P0466,gamma,gamma_13,AI_midjourney,real,yes,88,change,AI
P0466,gamma,gamma_14,AI_midjourney,AI,no,81,confirm,AI
P0466,gamma,gamma_15,AI_midjourney,real,no,22,confirm,real
P0467,gamma,gamma_01,real,real,no,37,confirm,real
P0467,gamma,gamma_02,AI_midjourney,AI,yes,29,confirm,AI
P0467,gamma,gamma_03,AI_magnific,real,no,60,confirm,real
P0467,gamma,gamma_04,real,real,no,96,confirm,real
P0467,gamma,gamma_05,AI_magnific,AI,no,88,confirm,AI
P0467,gamma,gamma_06,AI_midjourney,real,no,78,confirm,real
P0467,gamma,gamma_07,AI_magnific,real,no,60,confirm,real
P0467,gamma,gamma_08,real,real,no,97,confirm,real
P0467,gamma,gamma_09,real,real,no,23,confirm,real
P0467,gamma,gamma_10,real,real,no,99,confirm,real
P0467,gamma,gamma_11,AI_magnific,AI,yes,62,confirm,AI
P0467,gamma,gamma_12,AI_magnific,AI,yes,64,confirm,AI
P0467,gamma,gamma_13,AI_midjourney,real,no,88,confirm,real
P0467,gamma,gamma_14,AI_midjourney,real,no,81,confirm,real
P0467,gamma,gamma_15,AI_midjourney,real,no,22,confirm,real
P0468,gamma,gamma_01,real,real,no,37,confirm,real
P0468,gamma,gamma_02,AI_midjourney,real,no,29,confirm,real
P0468,gamma,gamma_03,AI_magnific,AI,no,60,confirm,AI
P0468,gamma,gamma_04,real,AI,no,96,confirm,AI
P0468,gamma,gamma_05,AI_magnific,AI,no,88,confirm,AI
P0468,gamma,gamma_06,AI_midjourney,AI,no,78,confirm,AI
P0468,gamma,gamma_07,AI_magnific,AI,no,60,confirm,AI
P0468,gamma,gamma_08,real,real,no,97,confirm,real
P0468,gamma,gamma_09,real,real,no,23,confirm,real
P0468,gamma,gamma_10,real,real,no,99,confirm,real
P0468,gamma,gamma_11,AI_magnific,AI,no,62,confirm,AI
P0468,gamma,gamma_12,AI_magnific,AI,no,64,confirm,AI
P0468,gamma,gamma_13,AI_midjourney,AI,no,88,confirm,AI
P0468,gamma,gamma_14,AI_midjourney,real,no,81,confirm,real
P0468,gamma,gamma_15,AI_midjourney,real,no,22,confirm,real
P0469,gamma,gamma_01,real,AI,yes,37,change,real
P0469,gamma,gamma_02,AI_midjourney,AI,yes,29,change,real
P0469,gamma,gamma_03,AI_magnific,AI,yes,60,confirm,AI
P0469,gamma,gamma_04,real,real,yes,96,change,AI
P0469,gamma,gamma_05,AI_magnific,AI,yes,88,confirm,AI
P0469,gamma,gamma_06,AI_midjourney,AI,yes,78,confirm,AI
P0469,gamma,gamma_07,AI_magnific,AI,yes,60,confirm,AI
P0469,gamma,gamma_08,real,real,yes,97,confirm,real
P0469,gamma,gamma_09,real,AI,yes,23,confirm,AI
P0469,gamma,gamma_10,real,AI,yes,99,confirm,AI
P0469,gamma,gamma_11,AI_magnific,AI,yes,62,confirm,AI
P0469,gamma,gamma_12,AI_magnific,AI,yes,64,confirm,AI
P0469,gamma,gamma_13,AI_midjourney,AI,yes,88,confirm,AI
P0469,gamma,gamma_14,AI_midjourney,AI,yes,81,confirm,AI
P0469,gamma,gamma_15,AI_midjourney,real,yes,22,confirm,real
P0470,gamma,gamma_01,real,AI,yes,37,confirm,AI
P0470,gamma,gamma_02,AI_midjourney,AI,yes,29,confirm,AI
P0470,gamma,gamma_03,AI_magnific,AI,yes,60,confirm,AI
P0470,gamma,gamma_04,real,real,no,96,confirm,real
P0470,gamma,gamma_05,AI_magnific,AI,yes,88,confirm,AI
P0470,gamma,gamma_06,AI_midjourney,AI,yes,78,confirm,AI
P0470,gamma,gamma_07,AI_magnific,real,no,60,confirm,real
P0470,gamma,gamma_08,real,real,no,97,confirm,real
P0470,gamma,gamma_09,real,real,no,23,confirm,real
P0470,gamma,gamma_10,real,AI,yes,99,confirm,AI
P0470,gamma,gamma_11,AI_magnific,AI,yes,62,confirm,AI
P0470,gamma,gamma_12,AI_magnific,AI,yes,64,confirm,AI
P0470,gamma,gamma_13,AI_midjourney,AI,yes,88,confirm,AI
P0470,gamma,gamma_14,AI_midjourney,real,yes,81,confirm,real
P0470,gamma,gamma_15,AI_midjourney,AI,yes,22,confirm,AI
P0471,gamma,gamma_01,real,AI,no,37,confirm,AI
P0471,gamma,gamma_02,AI_midjourney,AI,no,29,confirm,AI
P0471,gamma,gamma_03,AI_magnific,AI,no,60,confirm,AI
P0471,gamma,gamma_04,real,real,yes,96,confirm,real
P0471,gamma,gamma_05,AI_magnific,AI,yes,88,confirm,AI
P0471,gamma,gamma_06,AI_midjourney,AI,no,78,confirm,AI
P0471,gamma,gamma_07,AI_magnific,real,yes,60,confirm,real
P0471,gamma,gamma_08,real,AI,yes,97,change,real
P0471,gamma,gamma_09,real,real,no,23,confirm,real
P0471,gamma,gamma_10,real,AI,yes,99,confirm,AI
P0471,gamma,gamma_11,AI_magnific,AI,no,62,confirm,AI
P0471,gamma,gamma_12,AI_magnific,AI,no,64,confirm,AI
P0471,gamma,gamma_13,AI_midjourney,AI,no,88,confirm,AI
P0471,gamma,gamma_14,AI_midjourney,AI,no,81,confirm,AI
P0471,gamma,gamma_15,AI_midjourney,AI,no,22,confirm,AI
P0472,gamma,gamma_01,real,real,no,37,confirm,real
P0472,gamma,gamma_02,AI_midjourney,AI,yes,29,confirm,AI
P0472,gamma,gamma_03,AI_magnific,real,yes,60,confirm,real
P0472,gamma,gamma_04,real,real,yes,96,change,AI
P0472,gamma,gamma_05,AI_magnific,AI,yes,88,confirm,AI
P0472,gamma,gamma_06,AI_midjourney,real,no,78,change,AI
P0472,gamma,gamma_07,AI_magnific,real,no,60,confirm,real
P0472,gamma,gamma_08,real,real,no,97,change,AI
P0472,gamma,gamma_09,real,real,no,23,confirm,real
P0472,gamma,gamma_10,real,AI,no,99,confirm,AI
P0472,gamma,gamma_11,AI_magnific,real,no,62,confirm,real
P0472,gamma,gamma_12,AI_magnific,AI,yes,64,confirm,AI
P0472,gamma,gamma_13,AI_midjourney,real,no,88,confirm,real
P0472,gamma,gamma_14,AI_midjourney,AI,yes,81,confirm,AI
P0472,gamma,gamma_15,AI_midjourney,real,no,22,confirm,real
P0473,gamma,gamma_01,real,real,no,37,confirm,real
P0473,gamma,gamma_02,AI_midjourney,AI,no,29,confirm,AI
P0473,gamma,gamma_03,AI_magnific,AI,no,60,confirm,AI
P0473,gamma,gamma_04,real,real,no,96,confirm,real
P0473,gamma,gamma_05,AI_magnific,AI,no,88,confirm,AI
P0473,gamma,gamma_06,AI_midjourney,real,no,78,confirm,real
P0473,gamma,gamma_07,AI_magnific,real,no,60,confirm,real
P0473,gamma,gamma_08,real,AI,no,97,confirm,AI
P0473,gamma,gamma_09,real,real,no,23,confirm,real
P0473,gamma,gamma_10,real,real,no,99,change,AI
P0473,gamma,gamma_11,AI_magnific,real,no,62,confirm,real
P0473,gamma,gamma_12,AI_magnific,AI,yes,64,confirm,AI
P0473,gamma,gamma_13,AI_midjourney,AI,no,88,confirm,AI
P0473,gamma,gamma_14,AI_midjourney,real,yes,81,change,AI
P0473,gamma,gamma_15,AI_midjourney,real,yes,22,confirm,real
P0474,gamma,gamma_01,real,real,no,37,confirm,real
P0474,gamma,gamma_02,AI_midjourney,AI,no,29,confirm,AI
P0474,gamma,gamma_03,AI_magnific,AI,no,60,confirm,AI
P0474,gamma,gamma_04,real,AI,no,96,change,real
P0474,gamma,gamma_05,AI_magnific,AI,no,88,confirm,AI
P0474,gamma,gamma_06,AI_midjourney,AI,no,78,confirm,AI
P0474,gamma,gamma_07,AI_magnific,real,no,60,confirm,real
P0474,gamma,gamma_08,real,real,no,97,confirm,real
P0474,gamma,gamma_09,real,AI,no,23,change,real
P0474,gamma,gamma_10,real,real,no,99,confirm,real
P0474,gamma,gamma_11,AI_magnific,real,no,62,confirm,real
P0474,gamma,gamma_12,AI_magnific,AI,no,64,confirm,AI
P0474,gamma,gamma_13,AI_midjourney,AI,no,88,confirm,AI
P0474,gamma,gamma_14,AI_midjourney,AI,no,81,confirm,AI
P0474,gamma,gamma_15,AI_midjourney,real,no,22,confirm,real
P0475,gamma,gamma_01,real,real,yes,37,confirm,real
P0475,gamma,gamma_02,AI_midjourney,real,yes,29,confirm,real
P0475,gamma,gamma_03,AI_magnific,AI,yes,60,confirm,AI
P0475,gamma,gamma_04,real,AI,yes,96,confirm,AI
P0475,gamma,gamma_05,AI_magnific,AI,yes,88,confirm,AI
P0475,gamma,gamma_06,AI_midjourney,real,yes,78,confirm,real
P0475,gamma,gamma_07,AI_magnific,AI,yes,60,confirm,AI
P0475,gamma,gamma_08,real,real,yes,97,confirm,real
P0475,gamma,gamma_09,real,AI,yes,23,confirm,AI
P0475,gamma,gamma_10,real,real,yes,99,confirm,real
P0475,gamma,gamma_11,AI_magnific,real,yes,62,confirm,real
P0475,gamma,gamma_12,AI_magnific,real,yes,64,confirm,real
P0475,gamma,gamma_13,AI_midjourney,real,yes,88,confirm,real
P0475,gamma,gamma_14,AI_midjourney,AI,yes,81,confirm,AI
P0475,gamma,gamma_15,AI_midjourney,real,yes,22,confirm,real
P0476,gamma,gamma_01,real,real,no,37,confirm,real
P0476,gamma,gamma_02,AI_midjourney,AI,no,29,confirm,AI
P0476,gamma,gamma_03,AI_magnific,AI,no,60,confirm,AI
P0476,gamma,gamma_04,real,real,no,96,confirm,real
P0476,gamma,gamma_05,AI_magnific,AI,no,88,confirm,AI
P0476,gamma,gamma_06,AI_midjourney,AI,yes,78,confirm,AI
P0476,gamma,gamma_07,AI_magnific,real,no,60,confirm,real
P0476,gamma,gamma_08,real,AI,no,97,confirm,AI
P0476,gamma,gamma_09,real,real,no,23,confirm,real
P0476,gamma,gamma_10,real,real,no,99,confirm,real
P0476,gamma,gamma_11,AI_magnific,AI,no,62,confirm,AI
P0476,gamma,gamma_12,AI_magnific,real,no,64,confirm,real
P0476,gamma,gamma_13,AI_midjourney,AI,no,88,confirm,AI
P0476,gamma,gamma_14,AI_midjourney,real,no,81,confirm,real
P0476,gamma,gamma_15,AI_midjourney,real,no,22,confirm,real
P0477,gamma,gamma_01,real,real,yes,37,confirm,real
P0477,gamma,gamma_02,AI_midjourney,real,yes,29,confirm,real
P0477,gamma,gamma_03,AI_magnific,AI,no,60,confirm,AI
P0477,gamma,gamma_04,real,AI,no,96,confirm,AI
P0477,gamma,gamma_05,AI_magnific,AI,no,88,confirm,AI
P0477,gamma,gamma_06,AI_midjourney,AI,no,78,confirm,AI
P0477,gamma,gamma_07,AI_magnific,real,yes,60,confirm,real
P0477,gamma,gamma_08,real,AI,yes,97,confirm,AI
P0477,gamma,gamma_09,real,real,no,23,confirm,real
P0477,gamma,gamma_10,real,real,yes,99,change,AI
P0477,gamma,gamma_11,AI_magnific,AI,yes,62,confirm,AI
P0477,gamma,gamma_12,AI_magnific,AI,yes,64,confirm,AI
P0477,gamma,gamma_13,AI_midjourney,real,no,88,change,AI
P0477,gamma,gamma_14,AI_midjourney,real,yes,81,confirm,real
P0477,gamma,gamma_15,AI_midjourney,real,no,22,confirm,real
P0478,gamma,gamma_01,real,real,no,37,confirm,real
P0478,gamma,gamma_02,AI_midjourney,real,no,29,confirm,real
P0478,gamma,gamma_03,AI_magnific,real,no,60,confirm,real
P0478,gamma,gamma_04,real,real,no,96,confirm,real
P0478,gamma,gamma_05,AI_magnific,AI,no,88,confirm,AI
P0478,gamma,gamma_06,AI_midjourney,AI,no,78,confirm,AI
P0478,gamma,gamma_07,AI_magnific,real,no,60,confirm,real
P0478,gamma,gamma_08,real,real,no,97,confirm,real
P0478,gamma,gamma_09,real,real,no,23,confirm,real
P0478,gamma,gamma_10,real,real,no,99,confirm,real
P0478,gamma,gamma_11,AI_magnific,AI,no,62,confirm,AI
P0478,gamma,gamma_12,AI_magnific,AI,no,64,confirm,AI
P0478,gamma,gamma_13,AI_midjourney,real,yes,88,confirm,real
P0478,gamma,gamma_14,AI_midjourney,AI,no,81,confirm,AI
P0478,gamma,gamma_15,AI_midjourney,real,no,22,confirm,real
P0479,gamma,gamma_01,real,real,no,37,confirm,real
P0479,gamma,gamma_02,AI_midjourney,AI,no,29,confirm,AI
P0479,gamma,gamma_03,AI_magnific,AI,no,60,confirm,AI
P0479,gamma,gamma_04,real,real,no,96,confirm,real
P0479,gamma,gamma_05,AI_magnific,AI,no,88,confirm,AI
P0479,gamma,gamma_06,AI_midjourney,AI,no,78,confirm,AI
P0479,gamma,gamma_07,AI_magnific,AI,no,60,confirm,AI
P0479,gamma,gamma_08,real,AI,no,97,confirm,AI
P0479,gamma,gamma_09,real,AI,no,23,confirm,AI
P0479,gamma,gamma_10,real,real,no,99,confirm,real
P0479,gamma,gamma_11,AI_magnific,AI,no,62,confirm,AI
P0479,gamma,gamma_12,AI_magnific,AI,no,64,confirm,AI
P0479,gamma,gamma_13,AI_midjourney,real,no,88,confirm,real
P0479,gamma,gamma_14,AI_midjourney,real,no,81,confirm,real
P0479,gamma,gamma_15,AI_midjourney,AI,no,22,confirm,AI
P0480,gamma,gamma_01,real,AI,no,37,confirm,AI
P0480,gamma,gamma_02,AI_midjourney,AI,no,29,confirm,AI
P0480,gamma,gamma_03,AI_magnific,real,yes,60,confirm,real
P0480,gamma,gamma_04,real,real,no,96,confirm,real
P0480,gamma,gamma_05,AI_magnific,AI,no,88,confirm,AI
P0480,gamma,gamma_06,AI_midjourney,AI,no,78,confirm,AI
P0480,gamma,gamma_07,AI_magnific,real,no,60,confirm,real
P0480,gamma,gamma_08,real,real,no,97,confirm,real
P0480,gamma,gamma_09,real,real,yes,23,confirm,real
P0480,gamma,gamma_10,real,AI,yes,99,confirm,AI
P0480,gamma,gamma_11,AI_magnific,real,no,62,confirm,real
P0480,gamma,gamma_12,AI_magnific,AI,yes,64,confirm,AI
P0480,gamma,gamma_13,AI_midjourney,AI,yes,88,confirm,AI
P0480,gamma,gamma_14,AI_midjourney,AI,yes,81,confirm,AI
P0480,gamma,gamma_15,AI_midjourney,real,no,22,confirm,real
P0481,gamma,gamma_01,real,real,no,37,confirm,real
P0481,gamma,gamma_02,AI_midjourney,AI,no,29,confirm,AI
P0481,gamma,gamma_03,AI_magnific,AI,yes,60,confirm,AI
P0481,gamma,gamma_04,real,real,yes,96,confirm,real
P0481,gamma,gamma_05,AI_magnific,real,yes,88,change,AI
P0481,gamma,gamma_06,AI_midjourney,AI,no,78,confirm,AI
P0481,gamma,gamma_07,AI_magnific,real,yes,60,confirm,real
P0481,gamma,gamma_08,real,AI,yes,97,confirm,AI
P0481,gamma,gamma_09,real,real,yes,23,confirm,real
P0481,gamma,gamma_10,real,AI,yes,99,confirm,AI
P0481,gamma,gamma_11,AI_magnific,AI,no,62,confirm,AI
P0481,gamma,gamma_12,AI_magnific,AI,no,64,confirm,AI
P0481,gamma,gamma_13,AI_midjourney,AI,yes,88,confirm,AI
P0481,gamma,gamma_14,AI_midjourney,AI,no,81,confirm,AI
P0481,gamma,gamma_15,AI_midjourney,AI,yes,22,confirm,AI
P0482,gamma,gamma_01,real,real,yes,37,confirm,real
P0482,gamma,gamma_02,AI_midjourney,AI,yes,29,change,real
P0482,gamma,gamma_03,AI_magnific,real,yes,60,confirm,real
P0482,gamma,gamma_04,real,AI,yes,96,confirm,AI
P0482,gamma,gamma_05,AI_magnific,AI,yes,88,confirm,AI
P0482,gamma,gamma_06,AI_midjourney,AI,yes,78,confirm,AI
P0482,gamma,gamma_07,AI_magnific,real,yes,60,confirm,real
P0482,gamma,gamma_08,real,AI,yes,97,confirm,AI
P0482,gamma,gamma_09,real,real,yes,23,confirm,real
P0482,gamma,gamma_10,real,real,yes,99,change,AI
P0482,gamma,gamma_11,AI_magnific,real,yes,62,confirm,real
P0482,gamma,gamma_12,AI_magnific,real,yes,64,confirm,real
P0482,gamma,gamma_13,AI_midjourney,AI,yes,88,confirm,AI
P0482,gamma,gamma_14,AI_midjourney,real,yes,81,confirm,real
P0482,gamma,gamma_15,AI_midjourney,AI,yes,22,change,real
P0483,gamma,gamma_01,real,real,no,37,confirm,real
P0483,gamma,gamma_02,AI_midjourney,AI,yes,29,change,real
P0483,gamma,gamma_03,AI_magnific,AI,yes,60,confirm,AI
P0483,gamma,gamma_04,real,AI,yes,96,confirm,AI
P0483,gamma,gamma_05,AI_magnific,real,no,88,change,AI
P0483,gamma,gamma_06,AI_midjourney,AI,yes,78,confirm,AI
P0483,gamma,gamma_07,AI_magnific,real,no,60,confirm,real
P0483,gamma,gamma_08,real,real,no,97,confirm,real
P0483,gamma,gamma_09,real,real,no,23,confirm,real
P0483,gamma,gamma_10,real,real,no,99,change,AI
P0483,gamma,gamma_11,AI_magnific,AI,yes,62,confirm,AI
P0483,gamma,gamma_12,AI_magnific,AI,yes,64,confirm,AI
P0483,gamma,gamma_13,AI_midjourney,real,no,88,confirm,real
P0483,gamma,gamma_14,AI_midjourney,real,no,81,confirm,real
P0483,gamma,gamma_15,AI_midjourney,AI,yes,22,confirm,AI
P0484,gamma,gamma_01,real,AI,yes,37,confirm,AI
P0484,gamma,gamma_02,AI_midjourney,AI,no,29,confirm,AI
P0484,gamma,gamma_03,AI_magnific,real,yes,60,confirm,real
P0484,gamma,gamma_04,real,real,no,96,confirm,real
P0484,gamma,gamma_05,AI_magnific,AI,no,88,confirm,AI
P0484,gamma,gamma_06,AI_midjourney,AI,no,78,confirm,AI
P0484,gamma,gamma_07,AI_magnific,real,no,60,confirm,real
P0484,gamma,gamma_08,real,real,no,97,confirm,real
P0484,gamma,gamma_09,real,real,no,23,confirm,real
P0484,gamma,gamma_10,real,real,yes,99,confirm,real
P0484,gamma,gamma_11,AI_magnific,AI,yes,62,confirm,AI
P0484,gamma,gamma_12,AI_magnific,AI,yes,64,confirm,AI
P0484,gamma,gamma_13,AI_midjourney,real,no,88,confirm,real
P0484,gamma,gamma_14,AI_midjourney,real,no,81,confirm,real
P0484,gamma,gamma_15,AI_midjourney,real,no,22,change,AI
P0485,gamma,gamma_01,real,AI,yes,37,confirm,AI
P0485,gamma,gamma_02,AI_midjourney,AI,yes,29,confirm,AI
P0485,gamma,gamma_03,AI_magnific,AI,yes,60,confirm,AI
P0485,gamma,gamma_04,real,AI,yes,96,confirm,AI
P0485,gamma,gamma_05,AI_magnific,AI,yes,88,confirm,AI
P0485,gamma,gamma_06,AI_midjourney,AI,yes,78,confirm,AI
P0485,gamma,gamma_07,AI_magnific,real,yes,60,confirm,real
P0485,gamma,gamma_08,real,AI,yes,97,confirm,AI
P0485,gamma,gamma_09,real,AI,yes,23,change,real
P0485,gamma,gamma_10,real,AI,yes,99,change,real
P0485,gamma,gamma_11,AI_magnific,AI,yes,62,confirm,AI
P0485,gamma,gamma_12,AI_magnific,AI,yes,64,confirm,AI
P0485,gamma,gamma_13,AI_midjourney,AI,yes,88,confirm,AI
P0485,gamma,gamma_14,AI_midjourney,AI,yes,81,confirm,AI
P0485,gamma,gamma_15,AI_midjourney,AI,yes,22,change,real
P0486,gamma,gamma_01,real,AI,no,37,confirm,AI
P0486,gamma,gamma_02,AI_midjourney,AI,no,29,confirm,AI
P0486,gamma,gamma_03,AI_magnific,AI,no,60,confirm,AI
P0486,gamma,gamma_04,real,AI,no,96,confirm,AI
P0486,gamma,gamma_05,AI_magnific,AI,no,88,confirm,AI
P0486,gamma,gamma_06,AI_midjourney,real,no,78,change,AI
P0486,gamma,gamma_07,AI_magnific,real,no,60,change,AI
P0486,gamma,gamma_08,real,AI,no,97,confirm,AI
P0486,gamma,gamma_09,real,real,no,23,confirm,real
P0486,gamma,gamma_10,real,AI,no,99,confirm,AI
P0486,gamma,gamma_11,AI_magnific,AI,no,62,confirm,AI
P0486,gamma,gamma_12,AI_magnific,AI,no,64,change,real
P0486,gamma,gamma_13,AI_midjourney,AI,no,88,confirm,AI
P0486,gamma,gamma_14,AI_midjourney,real,no,81,confirm,real
P0486,gamma,gamma_15,AI_midjourney,AI,no,22,change,real
P0487,gamma,gamma_01,real,real,no,37,confirm,real
P0487,gamma,gamma_02,AI_midjourney,real,no,29,confirm,real
P0487,gamma,gamma_03,AI_magnific,AI,no,60,confirm,AI
P0487,gamma,gamma_04,real,real,no,96,confirm,real
P0487,gamma,gamma_05,AI_magnific,AI,no,88,confirm,AI
P0487,gamma,gamma_06,AI_midjourney,AI,no,78,confirm,AI
P0487,gamma,gamma_07,AI_magnific,real,yes,60,confirm,real
P0487,gamma,gamma_08,real,real,no,97,confirm,real
